<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;D;21/03/08;00:00:00;288.6500000
GAZP;D;24/03/08;00:00:00;297.6700000
GAZP;D;25/03/08;00:00:00;293.1400000
GAZP;D;26/03/08;00:00:00;292.6400000
GAZP;D;27/03/08;00:00:00;297.0200000
GAZP;D;28/03/08;00:00:00;298.8200000
GAZP;D;31/03/08;00:00:00;297.6100000
GAZP;D;01/04/08;00:00:00;299.6800000
GAZP;D;02/04/08;00:00:00;300.4900000
GAZP;D;03/04/08;00:00:00;297.2500000
GAZP;D;04/04/08;00:00:00;297.8100000
GAZP;D;07/04/08;00:00:00;305.6000000
GAZP;D;08/04/08;00:00:00;302.0000000
GAZP;D;09/04/08;00:00:00;308.9100000
GAZP;D;10/04/08;00:00:00;311.7000000
GAZP;D;11/04/08;00:00:00;307.2000000
GAZP;D;14/04/08;00:00:00;306.0700000
GAZP;D;15/04/08;00:00:00;310.4100000
GAZP;D;16/04/08;00:00:00;314.5300000
GAZP;D;17/04/08;00:00:00;309.6100000
GAZP;D;18/04/08;00:00:00;317.3300000
GAZP;D;21/04/08;00:00:00;314.2400000
GAZP;D;22/04/08;00:00:00;314.1000000
GAZP;D;23/04/08;00:00:00;315.5000000
GAZP;D;24/04/08;00:00:00;311.4000000
GAZP;D;25/04/08;00:00:00;314.2800000
GAZP;D;28/04/08;00:00:00;314.0000000
GAZP;D;29/04/08;00:00:00;312.0600000
GAZP;D;30/04/08;00:00:00;312.4900000
GAZP;D;04/05/08;00:00:00;316.0000000
GAZP;D;05/05/08;00:00:00;313.7000000
GAZP;D;06/05/08;00:00:00;316.5000000
GAZP;D;07/05/08;00:00:00;331.6000000
GAZP;D;08/05/08;00:00:00;349.3100000
GAZP;D;12/05/08;00:00:00;349.1500000
GAZP;D;13/05/08;00:00:00;349.4600000
GAZP;D;14/05/08;00:00:00;359.2400000
GAZP;D;15/05/08;00:00:00;352.2500000
GAZP;D;16/05/08;00:00:00;365.2600000
GAZP;D;19/05/08;00:00:00;367.4000000
