Выигрыш алгоритма Hedge на шаге 1 (2007-06-02 00:00:00): -2.621157889999978, всего: -2.621157889999978, eta: 0.00025
Выигрыш алгоритма Hedge на шаге 2 (2007-06-03 00:00:00): -3.0635924272798314, всего: -5.684750317279809, eta: 0.000125
Выигрыш алгоритма Hedge на шаге 3 (2007-06-04 00:00:00): -3.060547171126577, всего: -8.745297488406386, eta: 6.25e-05
Выигрыш алгоритма Hedge на шаге 4 (2007-06-05 00:00:00): 6.520542650182924, всего: -2.224754838223462, eta: 3.125e-05
Выигрыш алгоритма Hedge на шаге 5 (2007-06-06 00:00:00): 6.79878451696667, всего: 4.574029678743208, eta: 1.5625e-05
Выигрыш алгоритма Hedge на шаге 6 (2007-06-07 00:00:00): 2.9431671327433793, всего: 7.517196811486587, eta: 7.8125e-06
Выигрыш алгоритма Hedge на шаге 7 (2007-06-08 00:00:00): 5.6602258803958465, всего: 13.177422691882434, eta: 3.90625e-06
Выигрыш алгоритма Hedge на шаге 8 (2007-06-09 00:00:00): 15.340727166095027, всего: 28.518149857977463, eta: 1.953125e-06
Выигрыш алгоритма Hedge на шаге 9 (2007-06-10 00:00:00): 2.086534010508537, всего: 30.604683868486, eta: 9.765625e-07
Выигрыш алгоритма Hedge на шаге 10 (2007-06-11 00:00:00): 2.086610373516841, всего: 32.69129424200284, eta: 4.8828125e-07
Выигрыш алгоритма Hedge на шаге 11 (2007-06-12 00:00:00): 2.0866383106868223, всего: 34.77793255268966, eta: 2.44140625e-07
Выигрыш алгоритма Hedge на шаге 12 (2007-06-13 00:00:00): 2.086663801958389, всего: 36.86459635464805, eta: 1.220703125e-07
Выигрыш алгоритма Hedge на шаге 13 (2007-06-14 00:00:00): 25.277314323057976, всего: 62.14191067770602, eta: 6.103515625e-08
Выигрыш алгоритма Hedge на шаге 14 (2007-06-15 00:00:00): -6.3356007533533925, всего: 55.80630992435263, eta: 3.0517578125e-08
