Выигрыш алгоритма Hedge на шаге 1 (2007-06-02 00:00:00): -2.621157889999978, всего: -2.621157889999978, eta: 0.003
Выигрыш алгоритма Hedge на шаге 2 (2007-06-03 00:00:00): -3.070616662897013, всего: -5.691774552896991, eta: 0.0018
Выигрыш алгоритма Hedge на шаге 3 (2007-06-04 00:00:00): -3.0323286168555112, всего: -8.724103169752503, eta: 0.00108
Выигрыш алгоритма Hedge на шаге 4 (2007-06-05 00:00:00): 7.748987561004722, всего: -0.9751156087477808, eta: 0.000648
Выигрыш алгоритма Hedge на шаге 5 (2007-06-06 00:00:00): 9.139261167944102, всего: 8.16414555919632, eta: 0.0003888
Выигрыш алгоритма Hedge на шаге 6 (2007-06-07 00:00:00): 8.140750237095707, всего: 16.30489579629203, eta: 0.00023328
Выигрыш алгоритма Hedge на шаге 7 (2007-06-08 00:00:00): 8.379125881510609, всего: 24.68402167780264, eta: 0.000139968
Выигрыш алгоритма Hedge на шаге 8 (2007-06-09 00:00:00): 24.33571897578856, всего: 49.0197406535912, eta: 8.39808e-05
Выигрыш алгоритма Hedge на шаге 9 (2007-06-10 00:00:00): 2.364162337176105, всего: 51.383902990767304, eta: 5.038847999999999e-05
Выигрыш алгоритма Hedge на шаге 10 (2007-06-11 00:00:00): 2.3879923826840366, всего: 53.77189537345134, eta: 3.0233087999999994e-05
Выигрыш алгоритма Hedge на шаге 11 (2007-06-12 00:00:00): 2.39584696038078, всего: 56.16774233383212, eta: 1.8139852799999997e-05
Выигрыш алгоритма Hedge на шаге 12 (2007-06-13 00:00:00): 2.4008154044848964, всего: 58.56855773831702, eta: 1.0883911679999998e-05
Выигрыш алгоритма Hedge на шаге 13 (2007-06-14 00:00:00): 29.210661523353302, всего: 87.77921926167032, eta: 6.5303470079999985e-06
Выигрыш алгоритма Hedge на шаге 14 (2007-06-15 00:00:00): -16.60793123575479, всего: 71.17128802591553, eta: 3.918208204799999e-06
Выигрыш алгоритма Hedge на шаге 15 (2007-06-16 00:00:00): -0.6407575856798042, всего: 70.53053044023572, eta: 2.3509249228799993e-06
Выигрыш алгоритма Hedge на шаге 16 (2007-06-17 00:00:00): -0.6449300702236572, всего: 69.88560037001207, eta: 1.4105549537279995e-06
Выигрыш алгоритма Hedge на шаге 17 (2007-06-18 00:00:00): -0.6619663478230234, всего: 69.22363402218905, eta: 8.463329722367996e-07
Выигрыш алгоритма Hedge на шаге 18 (2007-06-19 00:00:00): -14.158088435815134, всего: 55.065545586373915, eta: 5.077997833420797e-07
Выигрыш алгоритма Hedge на шаге 19 (2007-06-20 00:00:00): 12.910136850660747, всего: 67.97568243703466, eta: 3.0467987000524785e-07
Выигрыш алгоритма Hedge на шаге 20 (2007-06-21 00:00:00): -22.48555578032532, всего: 45.49012665670934, eta: 1.828079220031487e-07
Выигрыш алгоритма Hedge на шаге 21 (2007-06-22 00:00:00): 23.707951418592945, всего: 69.19807807530229, eta: 1.0968475320188921e-07
Выигрыш алгоритма Hedge на шаге 22 (2007-06-23 00:00:00): 4.711577709892015, всего: 73.9096557851943, eta: 6.581085192113353e-08
Выигрыш алгоритма Hedge на шаге 23 (2007-06-24 00:00:00): 4.148902049510082, всего: 78.05855783470439, eta: 3.948651115268012e-08
Выигрыш алгоритма Hedge на шаге 24 (2007-06-25 00:00:00): 4.149072287604563, всего: 82.20763012230896, eta: 2.369190669160807e-08
Выигрыш алгоритма Hedge на шаге 25 (2007-06-26 00:00:00): -6.607007648273917, всего: 75.60062247403503, eta: 1.4215144014964842e-08
Выигрыш алгоритма Hedge на шаге 26 (2007-06-27 00:00:00): -10.739508754136773, всего: 64.86111371989826, eta: 8.529086408978904e-09
Выигрыш алгоритма Hedge на шаге 27 (2007-06-28 00:00:00): 5.01770535578976, всего: 69.87881907568801, eta: 5.117451845387342e-09
Выигрыш алгоритма Hedge на шаге 28 (2007-06-29 00:00:00): -1.3465161634519554, всего: 68.53230291223606, eta: 3.0704711072324053e-09
Выигрыш алгоритма Hedge на шаге 29 (2007-06-30 00:00:00): 1.1016616217176276, всего: 69.63396453395369, eta: 1.842282664339443e-09
Выигрыш алгоритма Hedge на шаге 30 (2007-07-01 00:00:00): 0.9876244136462932, всего: 70.62158894759997, eta: 1.1053695986036657e-09
Выигрыш алгоритма Hedge на шаге 31 (2007-07-02 00:00:00): 0.9876549164502822, всего: 71.60924386405026, eta: 6.632217591621994e-10
Выигрыш алгоритма Hedge на шаге 32 (2007-07-03 00:00:00): 11.753072647423048, всего: 83.36231651147331, eta: 3.9793305549731965e-10
Выигрыш алгоритма Hedge на шаге 33 (2007-07-04 00:00:00): 1.3435288786139084, всего: 84.70584539008722, eta: 2.3875983329839177e-10
Выигрыш алгоритма Hedge на шаге 34 (2007-07-05 00:00:00): 9.985271015753293, всего: 94.69111640584052, eta: 1.4325589997903505e-10
Выигрыш алгоритма Hedge на шаге 35 (2007-07-06 00:00:00): 4.129961774187578, всего: 98.8210781800281, eta: 8.595353998742102e-11
Выигрыш алгоритма Hedge на шаге 36 (2007-07-07 00:00:00): 0.7162077137468961, всего: 99.53728589377499, eta: 5.157212399245261e-11
Выигрыш алгоритма Hedge на шаге 37 (2007-07-08 00:00:00): 0.7161682302126113, всего: 100.25345412398761, eta: 3.094327439547156e-11
Выигрыш алгоритма Hedge на шаге 38 (2007-07-09 00:00:00): 0.7161528691590102, всего: 100.96960699314661, eta: 1.8565964637282937e-11
Выигрыш алгоритма Hedge на шаге 39 (2007-07-10 00:00:00): -0.1783053031573527, всего: 100.79130168998925, eta: 1.1139578782369762e-11
Выигрыш алгоритма Hedge на шаге 40 (2007-07-11 00:00:00): 9.265401916180748, всего: 110.05670360617, eta: 6.683747269421857e-12
Выигрыш алгоритма Hedge на шаге 41 (2007-07-12 00:00:00): 18.144560341213776, всего: 128.20126394738378, eta: 4.010248361653114e-12
Выигрыш алгоритма Hedge на шаге 42 (2007-07-13 00:00:00): 9.173292282067871, всего: 137.37455622945166, eta: 2.4061490169918682e-12
Выигрыш алгоритма Hedge на шаге 43 (2007-07-14 00:00:00): 0.10802543645231885, всего: 137.48258166590398, eta: 1.443689410195121e-12
Выигрыш алгоритма Hedge на шаге 44 (2007-07-15 00:00:00): 0.10804388498357255, всего: 137.59062555088755, eta: 8.662136461170725e-13
Выигрыш алгоритма Hedge на шаге 45 (2007-07-16 00:00:00): 0.10805915971809704, всего: 137.69868471060565, eta: 5.197281876702435e-13
Выигрыш алгоритма Hedge на шаге 46 (2007-07-17 00:00:00): -2.169534699336615, всего: 135.52915001126902, eta: 3.118369126021461e-13
Выигрыш алгоритма Hedge на шаге 47 (2007-07-18 00:00:00): -0.46824639355796416, всего: 135.06090361771106, eta: 1.8710214756128766e-13
