Выигрыш алгоритма Hedge на шаге 1 (2007-06-02 00:00:00): -2.621157889999978, всего: -2.621157889999978, eta: 0.0025
Выигрыш алгоритма Hedge на шаге 2 (2007-06-03 00:00:00): -3.070616662897013, всего: -5.691774552896991, eta: 0.00125
Выигрыш алгоритма Hedge на шаге 3 (2007-06-04 00:00:00): -3.0388095389731102, всего: -8.730584091870101, eta: 0.000625
Выигрыш алгоритма Hedge на шаге 4 (2007-06-05 00:00:00): 7.671469557972544, всего: -1.0591145338975574, eta: 0.0003125
Выигрыш алгоритма Hedge на шаге 5 (2007-06-06 00:00:00): 8.235816083228086, всего: 7.176701549330528, eta: 0.00015625
Выигрыш алгоритма Hedge на шаге 6 (2007-06-07 00:00:00): 4.941818636133917, всего: 12.118520185464444, eta: 7.8125e-05
Выигрыш алгоритма Hedge на шаге 7 (2007-06-08 00:00:00): 7.194087887654162, всего: 19.312608073118607, eta: 3.90625e-05
Выигрыш алгоритма Hedge на шаге 8 (2007-06-09 00:00:00): 20.02764360765, всего: 39.3402516807686, eta: 1.953125e-05
Выигрыш алгоритма Hedge на шаге 9 (2007-06-10 00:00:00): 2.3856983708833077, всего: 41.72595005165191, eta: 9.765625e-06
Выигрыш алгоритма Hedge на шаге 10 (2007-06-11 00:00:00): 2.195673948068689, всего: 43.921623999720595, eta: 4.8828125e-06
Выигрыш алгоритма Hedge на шаге 11 (2007-06-12 00:00:00): 2.1965503698452427, всего: 46.118174369565835, eta: 2.44140625e-06
Выигрыш алгоритма Hedge на шаге 12 (2007-06-13 00:00:00): 2.1970292995839755, всего: 48.31520366914981, eta: 1.220703125e-06
Выигрыш алгоритма Hedge на шаге 13 (2007-06-14 00:00:00): 26.469418425855846, всего: 74.78462209500566, eta: 6.103515625e-07
Выигрыш алгоритма Hedge на шаге 14 (2007-06-15 00:00:00): -9.798603543464875, всего: 64.98601855154078, eta: 3.0517578125e-07
Выигрыш алгоритма Hedge на шаге 15 (2007-06-16 00:00:00): 0.674769842884619, всего: 65.6607883944254, eta: 1.52587890625e-07
Выигрыш алгоритма Hedge на шаге 16 (2007-06-17 00:00:00): 0.6745473146632759, всего: 66.33533570908867, eta: 7.62939453125e-08
Выигрыш алгоритма Hedge на шаге 17 (2007-06-18 00:00:00): 0.6744696282229031, всего: 67.00980533731158, eta: 3.814697265625e-08
Выигрыш алгоритма Hedge на шаге 18 (2007-06-19 00:00:00): -5.977252853209731, всего: 61.03255248410184, eta: 1.9073486328125e-08
Выигрыш алгоритма Hedge на шаге 19 (2007-06-20 00:00:00): 12.285620295314173, всего: 73.31817277941602, eta: 9.5367431640625e-09
Выигрыш алгоритма Hedge на шаге 20 (2007-06-21 00:00:00): -20.633194295520873, всего: 52.684978483895144, eta: 4.76837158203125e-09
Выигрыш алгоритма Hedge на шаге 21 (2007-06-22 00:00:00): 16.949115815345404, всего: 69.63409429924054, eta: 2.384185791015625e-09
Выигрыш алгоритма Hedge на шаге 22 (2007-06-23 00:00:00): 1.5055760032022456, всего: 71.1396703024428, eta: 1.1920928955078125e-09
Выигрыш алгоритма Hedge на шаге 23 (2007-06-24 00:00:00): 1.0481717164008046, всего: 72.1878420188436, eta: 5.960464477539063e-10
Выигрыш алгоритма Hedge на шаге 24 (2007-06-25 00:00:00): 1.0481796663303324, всего: 73.23602168517392, eta: 2.9802322387695313e-10
Выигрыш алгоритма Hedge на шаге 25 (2007-06-26 00:00:00): -2.7154016352397043, всего: 70.52062004993422, eta: 1.4901161193847657e-10
Выигрыш алгоритма Hedge на шаге 26 (2007-06-27 00:00:00): -8.30912746481292, всего: 62.211492585121306, eta: 7.450580596923828e-11
Выигрыш алгоритма Hedge на шаге 27 (2007-06-28 00:00:00): 5.424118851959995, всего: 67.6356114370813, eta: 3.725290298461914e-11
