Выигрыш алгоритма Hedge на шаге 1 (2007-06-02 00:00:00): -2.621157889999978, всего: -2.621157889999978, eta: 0.0015
Выигрыш алгоритма Hedge на шаге 2 (2007-06-03 00:00:00): -3.070616662897013, всего: -5.691774552896991, eta: 0.00045
Выигрыш алгоритма Hedge на шаге 3 (2007-06-04 00:00:00): -3.0515737663365248, всего: -8.743348319233515, eta: 0.000135
Выигрыш алгоритма Hedge на шаге 4 (2007-06-05 00:00:00): 6.703320272376542, всего: -2.040028046856973, eta: 4.05e-05
Выигрыш алгоритма Hedge на шаге 5 (2007-06-06 00:00:00): 7.00809437173886, всего: 4.968066324881887, eta: 1.215e-05
Выигрыш алгоритма Hedge на шаге 6 (2007-06-07 00:00:00): 4.277841264114722, всего: 9.245907588996609, eta: 3.645e-06
Выигрыш алгоритма Hedge на шаге 7 (2007-06-08 00:00:00): 6.32689596636785, всего: 15.572803555364459, eta: 1.0935e-06
Выигрыш алгоритма Hedge на шаге 8 (2007-06-09 00:00:00): 17.008082195321123, всего: 32.58088575068558, eta: 3.2805e-07
Выигрыш алгоритма Hedge на шаге 9 (2007-06-10 00:00:00): 2.1447956092962217, всего: 34.725681359981806, eta: 9.841499999999998e-08
Выигрыш алгоритма Hedge на шаге 10 (2007-06-11 00:00:00): 2.144797785846459, всего: 36.87047914582826, eta: 2.9524499999999994e-08
Выигрыш алгоритма Hedge на шаге 11 (2007-06-12 00:00:00): 2.1448041390319665, всего: 39.01528328486023, eta: 8.857349999999999e-09
Выигрыш алгоритма Hedge на шаге 12 (2007-06-13 00:00:00): 2.144789420082168, всего: 41.1600727049424, eta: 2.6572049999999994e-09
Выигрыш алгоритма Hedge на шаге 13 (2007-06-14 00:00:00): 25.26480768696064, всего: 66.42488039190305, eta: 7.971614999999998e-10
Выигрыш алгоритма Hedge на шаге 14 (2007-06-15 00:00:00): -6.219776527803715, всего: 60.20510386409933, eta: 2.391484499999999e-10
Выигрыш алгоритма Hedge на шаге 15 (2007-06-16 00:00:00): 1.433769846217986, всего: 61.63887371031731, eta: 7.174453499999998e-11
Выигрыш алгоритма Hedge на шаге 16 (2007-06-17 00:00:00): 1.1054058679504295, всего: 62.744279578267744, eta: 2.1523360499999992e-11
Выигрыш алгоритма Hedge на шаге 17 (2007-06-18 00:00:00): 1.1054189347117858, всего: 63.84969851297953, eta: 6.457008149999997e-12
Выигрыш алгоритма Hedge на шаге 18 (2007-06-19 00:00:00): -3.9942627615592956, всего: 59.85543575142023, eta: 1.937102444999999e-12
Выигрыш алгоритма Hedge на шаге 19 (2007-06-20 00:00:00): 12.042923617376292, всего: 71.89835936879652, eta: 5.811307334999997e-13
